@id,count
0026-5187,23
0026-5667,203
0026-6493,51
0026-704X,51
0026-7074,375
0026-749X,190
0026-7694,136
0026-7902,385
0026-7929,109
0026-7937,894
0026-7961,194
0026-8232,387
0026-8933,328
0026-895X,13
0026-8976,1028
0026-8984,333
0026-9247,746
0026-9255,410
0026-9271,307
0026-9298,578
0026-9301,73
0026-9662,112
0027-0520,235
0027-0644,792
0027-1314,143
0027-1322,157
0027-1330,88
0027-1349,234
0027-2671,118
0027-2841,52
0027-3171,207
0027-4100,4
0027-4224,366
0027-4321,218
0027-4631,65
0027-4909,127
0027-5107,303
0027-5247,20
0027-5514,304
0027-7630,176
0027-7738,122
0027-8424,12207
0027-8874,1286
0027-9013,133
0027-9501,179
0027-9684,102
0028-0283,119
0028-0798,78
0028-0836,10120
0028-0887,42
0028-1042,299
0028-1298,383
0028-1522,111
0028-2006,52
0028-2200,176
0028-2421,230
0028-2677,137
0028-2804,637
0028-3045,180
0028-3320,51
0028-3517,98
0028-3770,340
0028-3835,259
0028-3843,267
0028-3878,3566
0028-3886,943
0028-3908,1275
0028-3932,1211
0028-3940,452
0028-4289,311
0028-4793,3350
0028-4866,204
0028-646X,1699
0028-6885,130
0028-8144,129
0028-8233,112
0028-825X,113
0028-8276,72
0028-8306,113
0028-8330,134
0029-022X,259
0029-0424,182
0029-0645,324
0029-0661,133
0029-1277,345
0029-182X,68
0029-1943,20
0029-1951,124
0029-2001,3521
0029-2052,21
0029-2559,315
0029-344X,155
0029-3652,68
0029-3970,808
0029-4527,93
0029-4586,89
0029-4624,121
0029-4845,182
0029-5035,232
0029-5132,146
0029-540X,287
0029-5450,399
0029-5493,1551
0029-5515,973
0029-5566,96
0029-5639,309
0029-568X,92
0029-5922,256
0029-5973,128
0029-5981,802
0029-599X,254
0029-6422,598
0029-6465,233
0029-6473,140
0029-6554,346
0029-6562,180
0029-6570,8874
0029-6643,261
0029-6651,940
0029-666X,203
0029-7054,45
0029-7828,752
0029-7844,3352
0029-8018,1504
0029-8077,112
0029-8514,38
0029-8549,935
0029-9138,68
0029-9316,175
0030-1299,555
0030-154X,44
0030-1558,151
0030-1574,306
0030-2228,246
0030-2414,368
0030-2465,119
0030-2813,89
0030-3348,79
0030-364X,321
0030-3747,217
0030-3755,232
0030-3887,118
0030-3917,94
0030-3992,940
0030-400X,889
0030-4018,2827
0030-4026,4672
0030-4034,895
0030-4387,154
0030-4727,237
0030-4948,103
0030-5219,9
0030-5316,79
0030-5383,470
0030-5472,82
0030-5898,302
0030-5987,271
0030-6002,981
0030-6053,469
0030-6525,129
0030-6622,1032
0030-6657,147
0030-6665,373
0030-672X,52
0030-7270,111
0030-7580,21
0030-7653,215
0030-770X,218
0030-8129,289
0030-851X,70
0030-8684,401
0030-8730,418
0030-8870,128
0030-9230,196
0030-9311,598
0030-9338,253
0030-9923,36
0031-0182,1436
0031-0220,114
0031-0239,157
0031-0247,23
0031-0301,392
0031-031X,240
0031-0328,121
0031-0387,138
0031-0603,125
0031-1049,47
0031-126X,9
0031-1820,658
0031-2290,139
0031-2746,158
0031-2789,159
0031-3025,2016
0031-3203,1009
0031-322X,101
0031-3815,19
0031-3831,164
0031-3939,319
0031-3955,386
0031-3998,755
0031-4005,4086
0031-4056,108
0031-4528,165
0031-4587,143
0031-4749,84
0031-5125,420
0031-5303,166
0031-5362,58
0031-5826,175
0031-5850,66
0031-5990,143
0031-6016,85
0031-6032,138
0031-6768,502
0031-6903,597
0031-6970,558
0031-6997,2
0031-7012,270
0031-7047,49
0031-7217,449
0031-7985,71
0031-8019,144
0031-8035,46
0031-806X,108
0031-8094,333
0031-8108,101
0031-8116,573
0031-8159,76
0031-8175,151
0031-8191,188
0031-8205,271
0031-8213,107
0031-8248,270
0031-8256,169
0031-8299,165
0031-8388,65
0031-8655,439
0031-868X,220
0031-8868,51
0031-8884,229
0031-8949,1616
0031-8981,72
0031-9007,8058
0031-9015,1322
0031-9023,580
0031-9082,29
0031-9104,230
0031-9120,462
0031-9155,1676
0031-918X,484
0031-9201,361
0031-921X,905
0031-9228,1181
0031-9252,454
0031-9317,382
0031-9333,118
0031-9384,1478
0031-9406,2751
0031-9422,785
0031-9473,110
0031-949X,530
0031-9511,21
0032-0447,93
0032-0633,685
0032-0781,656
0032-079X,1153
0032-0862,463
0032-0889,1598
0032-0935,630
0032-0943,4209
0032-1052,4190
0032-1400,19
0032-180X,436
0032-2474,286
0032-258X,106
0032-2687,77
0032-2725,278
0032-2806,79
0032-2970,179
0032-3179,280
0032-3187,46
0032-3195,423
0032-3217,187
0032-3233,180
0032-3292,68
0032-342X,199
0032-3470,223
0032-3497,102
0032-3632,43
0032-373X,257
0032-3780,12
0032-3861,2847
0032-3888,612
0032-3896,401
0032-4000,56
0032-4663,97
0032-4728,95
0032-5155,53
0032-5473,526
0032-5481,399
0032-5791,1295
0032-5899,168
0032-5910,2213
0032-6216,82
0032-6313,469
0032-6585,8
0032-678X,241
0032-6895,160
0032-7034,270
0032-745X,120
0032-7638,85
0032-8162,456
0032-8332,190
0032-8855,87
0032-9452,292
0032-9460,94
0033-0124,178
0033-0337,96
0033-0620,288
0033-0884,316
0033-1538,104
0033-1783,123
0033-183X,467
0033-2089,592
0033-2097,1218
0033-2127,49
0033-2143,84
0033-2259,47
0033-2291,46
0033-2496,814
0033-250X,159
0033-2526,177
0033-2615,57
0033-2623,33
0033-2674,279
0033-2704,1594
0033-2720,197
0033-2747,130
0033-2828,193
0033-2836,147
0033-2852,41
0033-2860,71
0033-2879,11
0033-2909,188
0033-2917,924
0033-2933,217
0033-2941,406
0033-295X,137
0033-2968,147
0033-2984,108
0033-3042,153
0033-3085,237
0033-3123,156
0033-3158,1110
0033-3174,477
0033-3182,357
0033-3190,228
0033-3204,199
0033-3298,230
0033-3352,538
0033-3506,768
0033-3549,431
0033-362X,267
0033-3883,198
0033-4006,115
0033-4545,377
0033-4553,687
0033-4952,72
0033-5177,474
0033-5533,176
0033-5606,143
0033-5614,64
0033-5630,154
0033-569X,119
0033-5770,893
0033-5835,50
0033-5894,317
0033-6297,130
0033-6807,205
0033-6882,109
0033-7250,207
0033-7587,421
0033-8222,414
0033-8230,334
0033-8303,190
0033-832X,418
0033-8338,307
0033-8362,352
0033-8389,348
0033-8419,1573
0033-8443,275
0033-8451,158
0033-8494,432
0033-9008,132
0034-0006,106
0034-0111,193
0034-0553,92
0034-0561,316
0034-1282,190
0034-1398,74
0034-1932,75
0034-2971,90
0034-3404,412
0034-3536,189
0034-3552,97
0034-3617,1172
0034-365X,51
0034-379X,155
0034-4087,194
0034-4125,164
0034-4257,1323
0034-4338,1579
0034-4346,63
0034-4877,153
0034-4885,218
0034-4893,105
0034-5210,226
0034-5237,48
0034-5288,653
0034-5318,66
0034-5806,62
0034-6233,200
0034-6373,358
0034-6446,66
0034-6527,166
0034-6535,235
0034-6543,82
0034-6551,400
0034-6586,191
0034-6659,200
0034-6667,324
0034-6691,64
0034-6705,273
0034-673X,131
0034-6748,4114
0034-6764,78
0034-6861,123
0034-7000,305
0034-7094,325
0034-7140,67
0034-7167,435
0034-7191,110
0034-7272,110
0034-7280,265
0034-7329,76
0034-737X,324
0034-7418,61
0034-7426,39
0034-7434,111
0034-7450,165
0034-7590,193
0034-7612,184
0034-7639,72
0034-7698,95
0034-7701,85
0034-7744,771
0034-7981,68
0034-8007,877
0034-8244,49
0034-8309,112
0034-8341,76
0034-849X,57
0034-8554,226
0034-8570,84
0034-8597,260
0034-8910,333
0034-9356,433
0034-9380,201
0034-9631,330
0034-9712,88
0034-9887,744
0035-0737,49
0035-0818,52
0035-0893,47
0035-1121,108
0035-1423,69
0035-1571,99
0035-1598,81
0035-1776,71
0035-1865,87
0035-2039,42
0035-2209,81
0035-2217,63
0035-2357,138
0035-2381,87
0035-2411,175
0035-2624,162
0035-2764,146
0035-2829,255
0035-2942,480
0035-2950,124
0035-2969,80
0035-3086,60
0035-3264,106
0035-3620,50
0035-3787,1880
0035-3833,95
0035-3906,64
0035-4511,237
0035-4902,128
0035-5038,132
0035-5429,7
0035-5607,10
0035-6190,11
0035-6212,122
0035-6875,39
0035-7529,351
0035-7596,303
0035-7685,91
0035-7707,309
0035-8002,72
0035-8126,76
0035-8533,340
0035-8665,334
0035-8711,9297
0035-8843,865
0035-8991,37
0035-9009,695
0035-9149,99
0035-919X,112
0035-9203,417
0035-9211,57
0035-9254,147
0035-9475,154
0035-9599,60
0035-9602,9
0035-9629,293
0035-9696,115
0036-0112,123
0036-0163,56
0036-021X,182
0036-0236,758
0036-0244,1239
0036-0279,163
0036-0295,588
0036-0341,132
0036-0473,23
0036-1399,313
0036-1410,455
0036-1429,421
0036-1445,123
0036-3634,274
0036-4665,307
0036-5343,26
0036-5513,345
0036-5521,674
0036-5548,121
0036-5564,250
0036-5637,147
0036-6803,156
0036-6978,47
0036-7281,220
0036-7486,3081
0036-7818,134
0036-8075,13688
0036-8121,41
0036-8148,339
0036-8237,105
0036-8326,166
0036-8423,1036
0036-8504,112
0036-8555,315
0036-8709,142
0036-8733,1280
0036-8792,254
0036-9241,108
0036-9276,54
0036-9292,86
0036-9306,236
0036-9330,218
0036-9543,178
0036-9764,52
0037-0738,508
0037-0746,248
0037-0894,35
0037-1033,625
0037-1106,716
0037-1114,55
0037-1912,284
0037-1939,116
0037-1963,192
0037-198X,121
0037-1998,312
0037-2870,15
0037-4466,326
0037-5497,259
0037-5675,577
0037-6779,875
0037-6795,468
0037-7317,102
0037-7686,115
0037-7732,382
0037-7791,118
0037-7961,138
0037-7996,102
0037-802X,112
0037-8046,236
0037-8054,392
0037-8682,482
0037-8712,125
0037-8747,12
0037-8984,77
0037-9085,206
0037-9174,40
0037-9271,110
0037-9409,75
0037-9484,71
0037-976X,188
0037-9808,303
0037-9875,538
0037-9980,404
0038-0121,92
0038-0164,27
0038-0199,114
0038-0229,70
0038-0237,75
0038-0245,118
0038-0253,104
0038-0261,300
0038-0288,94
0038-0296,254
0038-030X,89
0038-0318,97
0038-0377,42
0038-0385,388
0038-0407,63
0038-0644,202
0038-0717,1068
0038-0741,175
0038-075X,153
0038-0768,299
0038-0806,340
0038-0814,647
0038-092X,1840
0038-0938,576
0038-0946,194
0038-1098,1029
0038-1101,705
0038-1527,164
0038-1586,744
0038-1861,91
0038-223X,54
0038-2280,108
0038-2329,73
0038-2337,32
0038-2353,376
0038-2361,57
0038-2876,179
0038-3872,44
0038-3929,155
0038-4038,247
0038-4283,146
0038-4348,472
0038-4909,227
0038-4941,272
0038-6073,104
0038-609X,156
0038-6308,287
0038-7010,293
0038-7134,976
0038-8483,46
0038-884X,75
0038-9056,470
0038-9145,888
0038-982X,28
0039-0402,74
0039-0690,33
0039-128X,610
0039-1735,237
0039-1743,22
0039-2103,141
0039-2316,324
0039-2480,245
0039-2499,2177
0039-2928,65
0039-2944,84
0039-3169,118
0039-3193,43
0039-3215,158
0039-3223,238
0039-3274,105
0039-3320,71
0039-3363,103
0039-338X,44
0039-3606,75
0039-3630,391
0039-3665,106
0039-3681,229
0039-3746,158
0039-4238,126
0039-4521,178
0039-6028,915
0039-6060,1552
0039-6109,384
0039-6206,860
0039-6257,212
0039-6265,201
0039-6338,281
0039-7679,39
0039-7709,87
0039-7857,899
0039-7881,1405
0039-7911,819
0039-8322,205
0039-8691,29
0039-906X,630
0039-9140,2763
0040-0262,771
0040-0599,130
0040-0912,191
0040-117X,92
0040-1625,965
0040-1706,198
0040-1951,1330
0040-2176,367
0040-2508,449
0040-2982,398
0040-3075,215
0040-3571,255
0040-361X,156
0040-3636,396
0040-3644,393
0040-3660,504
0040-4020,3586
0040-4039,4883
0040-4691,60
0040-4969,77
0040-5000,596
0040-5167,12
0040-5175,757
0040-5574,204
0040-5639,722
0040-5698,77
0040-571X,650
0040-5736,198
0040-5752,578
0040-5760,150
0040-5779,388
0040-5795,378
0040-5809,194
0040-5817,65
0040-5825,76
0040-5833,174
0040-5841,139
0040-585X,161
0040-5930,346
0040-5957,270
0040-6015,451
0040-6031,1047
0040-6090,3077
0040-6376,2267
0040-7143,14
0040-716X,35
0040-747X,167
0040-7496,26
0040-7518,179
0040-7585,140
0040-8166,235
0040-8727,361
0040-8735,89
0040-8891,91
0040-9375,161
0041-0020,141
0041-008X,1025
0041-0101,1423
0041-1132,1418
0041-1191,191
0041-1337,1586
0041-1345,2364
0041-1612,104
0041-1655,210
0041-1868,41
0041-3011,93
0041-4301,101
0041-462X,71
0041-4751,55
0041-476X,160
0041-5790,183
0041-5995,435
0041-624X,814
0041-8633,158
0041-8994,80
0041-9060,71
0041-977X,430
0041-9915,110
0042-0220,69
0042-0247,453
0042-059X,92
0042-062X,85
0042-0859,237
0042-0972,117
0042-0980,786
0042-1138,560
0042-1294,415
0042-1316,162
0042-207X,1180
0042-3114,315
0042-3955,97
0042-4498,74
0042-4501,26
0042-465X,207
0042-4668,256
0042-4676,44
0042-4900,4860
0042-4935,203
0042-5222,514
0042-5605,167
0042-5702,120
0042-6032,128
0042-6822,1263
0042-6857,68
0042-6989,617
0042-7543,63
0042-790X,117
0042-8426,215
0042-8450,693
0042-8469,139
0042-8752,284
0042-8787,143
0042-8817,185
0042-9007,344
0042-9686,600
0043-0978,289
0043-1354,2310
0043-1397,1746
0043-1648,1001
0043-1656,612
0043-1672,235
0043-1737,170
0043-1745,266
0043-2040,179
0043-2288,293
0043-2431,24
0043-2539,93
0043-2547,51
0043-3144,1071
0043-3284,24
0043-3810,608
0043-5112,230
0043-5325,639
0043-5341,271
0043-5597,186
0043-6275,459
0043-7719,272
0043-7956,83
0043-8200,22
0043-8243,160
0043-8871,94
0043-9339,312
0044-0027,360
0044-0124,336
0044-0507,32
0044-0604,40
0044-118X,135
0044-1600,81
0044-166X,962
0044-1856,268
0044-216X,53
0044-2267,366
0044-2275,367
0044-2305,146
0044-2313,1110
0044-2372,141
0044-2380,186
0044-2429,111
0044-2526,137
0044-2585,106
0044-2615,59
0044-2674,24
0044-2690,108
0044-2771,4541
0044-3301,146
0044-3360,89
0044-3441,168
0044-3506,140
0044-3549,58
0044-3751,30
0044-409X,833
0044-4413,48
0044-4502,558
0044-4510,264
0044-4537,937
0044-457X,758
0044-4642,223
0044-4669,532
0044-4677,183
0044-5134,419
0044-5169,103
0044-5231,169
0044-586X,145
0044-5967,150
0044-5991,80
0044-6394,17
0044-7447,362
0044-7471,66
0044-7870,169
0044-8249,9604
0044-8435,225
0044-8486,1488
0044-8613,27
0044-8753,74
0044-9423,11
0045-0421,316
0045-0618,226
0045-0766,250
0045-205X,403
0045-2068,321
0045-3102,479
0045-3609,74
0045-3897,20
0045-5067,527
0045-5091,143
0045-6535,3914
0045-6713,89
0045-7825,1106
0045-7906,788
0045-7930,1017
0045-7949,576
0045-8511,309
0046-1520,75
0046-225X,646
0046-2497,90
0046-2616,206
0046-2772,229
0046-3663,100
0046-3892,120
0046-5070,563
0046-5755,268
0046-760X,255
0046-8177,1081
0046-8444,22
0046-8541,49
0046-8991,190
0046-9580,70
0046-9750,268
0046-9777,617
0046-9939,91
0047-1178,96
0047-1801,247
0047-2085,143
0047-2212,169
0047-231X,194
0047-2336,179
0047-2352,198
0047-2379,22
0047-2395,90
0047-2425,662
0047-2441,257
0047-2468,159
0047-2484,452
0047-2506,189
0047-2530,93
0047-2565,152
0047-259X,589
0047-2662,50
0047-2689,78
0047-2727,380
0047-2778,205
0047-2786,114
0047-2794,293
0047-2816,107
0047-2875,199
0047-2891,537
0047-4045,282
0047-4800,124
0047-6374,178
0047-729X,46
0047-8105,114
0048-0169,205
0048-1009,105
0048-2129,132
0048-3486,193
0048-3575,393
0048-3893,264
0048-3915,54
0048-3931,114
0048-5705,85
0048-5713,289
0048-5772,625
0048-5829,256
0048-5950,177
0048-6604,397
0048-671X,42
0048-7120,134
0048-721X,245
0048-7333,475
0048-7384,13
0048-7449,107
0048-7554,162
0048-7619,187
0048-7694,57
0048-7988,61
0048-8003,293
0048-8046,59
0048-8402,52
0048-8593,147
0048-9697,5895
0049-0172,397
0049-0857,191
0049-089X,388
0049-1241,133
0049-2426,124
0049-2930,86
0049-3449,24
0049-3848,1881
0049-4488,242
0049-4747,687
0049-4755,251
0049-6979,1370
0049-7878,309
0049-8246,191
0049-8254,413
0049-8637,64
0049-8653,123
0049-8661,376
0065-0668,7592
0065-101X,204
0065-1036,301
0065-1141,54
0065-1281,429
0065-1400,31
0065-1710,22
0065-3101,64
0065-3411,66
0065-4019,30
0065-4140,80
0065-7638,55
0065-8995,49
0065-9142,74
0065-9266,61
0065-9401,54
0065-9452,2
0065-955X,82
0065-9991,57
0066-1546,35
0066-2062,57
0066-2127,15
0066-2216,166
0066-2399,54
0066-4146,50
0066-4154,95
0066-4170,88
0066-4189,69
0066-4197,81
0066-4219,97
0066-4227,102
0066-426X,88
0066-4278,79
0066-4286,78
0066-4308,92
0066-4677,150
0066-4774,31
0066-4804,3252
0066-4812,236
0066-5061,75
0066-5126,14
0066-5215,30
0066-5983,200
0066-6297,56
0066-6459,95
0066-6742,44
0066-6939,43
0066-7374,56
0066-782X,584
0066-7870,28
0067-0049,107
0067-1924,198
0067-1975,8
0067-2238,99
0067-2378,153
0067-270X,152
0067-3064,55
0067-9615,149
0067-964X,7
0068-113X,141
0068-1288,50
0068-2454,48
0068-2462,106
0068-2691,47
0068-4023,32
0069-0058,50
0069-2379,42
0069-4770,72
0069-5580,196
0069-9667,124
0070-1998,41
0070-2471,94
0070-3370,266
0070-444X,68
0070-6760,119
0071-0490,139
0071-1365,86
0071-1713,72
0071-2051,37
0071-3260,135
0071-4739,1
0071-6677,69
0071-9706,61
0072-1050,324
0072-1077,10
0072-4769,85
0073-1579,238
0073-2753,67
0073-4721,146
0073-8301,27
0073-8484,230
0073-9855,11
0074-0276,435
0074-9664,73
0074-9818,46
0075-1634,112
0075-2371,67
0075-2614,179
0075-2800,69
0075-4102,495
0075-417X,133
0075-4242,65
0075-4269,386
0075-4358,348
0075-5974,187
0075-6334,229
0075-6458,65
0075-8744,98
0075-8914,70
0075-9511,181
0075-966X,46
0076-0188,10
0076-0382,25
0076-0730,48
0076-289X,1
0076-2997,53
0076-3519,13
0076-6046,200
0076-6097,99
0077-0655,70
0077-1554,51
0077-5630,13
0077-6297,29
0077-653X,4
0077-7749,247
0077-7757,59
0077-8923,911
0077-8958,39
0077-9954,78
0077-9962,45
0078-0421,48
0078-1304,2
0078-172X,82
0078-2122,45
0078-2947,53
0078-3234,140
0078-4648,25
0078-6209,11
0078-6527,36
0078-6608,117
0078-7191,81
0078-7469,74
0079-032X,45
0079-1636,55
0079-2985,16
0079-2993,13
0079-4236,84
0079-4848,54
0079-497X,48
0079-6107,282
0079-6336,21
0079-6425,102
0079-6565,55
0079-6611,457
0079-6700,209
0079-6727,23
0079-6786,43
0079-6816,29
0079-7189,42
0079-726X,61
0079-8835,20
0079-9068,68
0080-1364,125
0080-2107,120
0080-3634,57
0080-3790,75
0080-3898,65
0080-4401,31
0080-4606,80
0080-5319,67
0080-6234,513
0080-6757,67
0080-6765,61
0081-0002,40
0081-024X,3
0081-0266,3
0081-0282,2
0081-1750,52
0081-1769,31
0081-2463,160
0081-3834,18
0081-5438,434
0081-6272,62
0081-6353,11
0081-6434,10
0081-6485,23
0081-6906,99
0081-8933,52
0081-9077,40
0081-9557,25
0082-2884,62
0082-4623,8
0082-5433,77
0082-5638,49
0082-6049,42
0082-6340,9
0083-4025,62
0083-5897,142
0083-7792,123
0083-792X,15
0083-9981,13
0084-005X,65
0084-0084,23
0084-0173,12
0084-0416,113
0084-3695,15
0084-4071,200
0084-4144,68
0084-4152,169
0084-4276,49
0084-5299,68
0084-5302,76
0084-5310,159
0084-5604,19
0084-6473,73
0084-6570,118
0084-6597,98
0084-6724,54
0084-9189,34
0084-9812,37
0085-2376,53
0085-2538,1480
0085-4530,469
0085-5553,77
0085-5626,173
0085-6401,272
0085-7432,82
0090-0036,2135
0090-0656,115
0090-1830,34
0090-2616,143
0090-2977,223
0090-3493,6674
0090-3558,476
0090-3752,495
0090-3973,671
0090-4198,81
0090-4295,2587
0090-4341,352
0090-4392,244
0090-4481,351
0090-4848,237
0090-502X,297
0090-5364,290
0090-5550,159
0090-5917,224
0090-5992,251
0090-6514,154
0090-6778,1355
0090-6905,187
0090-6964,806
0090-7324,126
0090-8258,3237
0090-8290,140
0090-8320,71
0090-8657,20
0090-9556,21
0090-9882,84
0091-0260,75
0091-0562,242
0091-0627,415
0091-150X,511
0091-1674,143
0091-1798,247
0091-2085,31
0091-2131,111
0091-2174,179
0091-2700,608
0091-2751,305
0091-3022,122
0091-3057,641
0091-3286,2038
0091-3367,130
0091-3847,197
0091-4037,346
0091-4150,157
0091-4509,80
0091-4916,177
0091-5521,71
0091-6331,89
0091-6749,5039
0091-6765,1023
0091-732X,29
0091-7435,1089
0091-7451,169
0091-7613,919
0091-7710,164
0091-7729,294
0091-8296,221
0091-8369,357
0092-055X,193
0092-0606,100
0092-0703,142
0092-2102,167
0092-5853,206
0092-623X,224
0092-640X,86
0092-6566,237
0092-7678,49
0092-7872,1310
0092-8240,311
0092-8674,2076
0093-0334,400
0093-1896,234
0093-3104,89
0093-3813,2270
0093-4240,86
0093-4666,391
0093-4690,132
0093-5301,292
0093-6413,374
0093-6502,184
0093-691X,1330
0093-7355,686
0093-7711,207
0093-7754,442
0093-8157,45
0093-8548,238
0093-934X,337
0093-9994,1637
0094-0143,250
0094-033X,92
0094-0496,446
0094-0771,69
0094-0798,272
0094-114X,636
0094-1190,164
0094-1298,264
0094-1700,172
0094-2405,9353
0094-2499,7
0094-288X,81
0094-3037,77
0094-3061,1295
0094-4289,130
0094-4467,79
0094-5056,174
0094-5145,487
0094-5323,122
0094-5765,1320
0094-582X,280
0094-6176,359
0094-730X,128
0094-7342,69
0094-8276,4119
0094-8373,156
0094-8705,94
0094-9000,91
0094-9655,515
0094-9930,379
0095-0033,43
0095-0696,170
0095-1137,2154
0095-182X,105
0095-2443,113
0095-2583,371
0095-2737,131
0095-280X,67
0095-2990,278
0095-327X,126
0095-3628,569
0095-3679,82
0095-3997,196
0095-4403,23
0095-4470,179
0095-4527,169
0095-4543,228
0095-4616,165
0095-4918,272
0095-5108,270
0095-5809,152
0095-6562,215
0095-7984,82
0095-8956,206
0095-8964,73
0095-8972,994
0095-9782,432
0096-1191,100
0096-140X,168
0096-1442,278
0096-1523,595
0096-3003,3592
0096-3402,243
0096-3445,524
0096-3925,119
0096-3941,852
0097-0549,504
0097-3157,31
0097-3165,307
0097-4463,34
0097-5397,201
0097-7004,54
0097-8078,299
0097-8418,88
0097-8493,377
0097-966X,1512
0097-9740,237
0098-0331,430
0098-1354,820
0098-1389,180
0098-2202,501
0098-2474,38
0098-2601,88
0098-261X,99
0098-2997,104
0098-3004,595
0098-3063,297
0098-3500,114
0098-5589,200
0098-6151,484
0098-6283,167
0098-6445,472
0098-7484,5545
0098-7913,143
0098-7921,255
0098-8472,493
0098-8588,71
0098-8847,432
0098-9134,355
0098-9886,315
0099-0086,549
0099-1112,258
0099-1333,443
0099-1767,619
0099-2240,2484
0099-2399,1185
0100-0039,196
0100-0233,131
0100-0683,471
0100-0888,83
0100-1302,54
0100-1574,169
0100-204X,497
0100-2929,39
0100-2945,388
0100-3674,67
0100-3984,315
0100-4042,691
0100-512X,116
0100-5405,189
0100-5502,249
0100-6045,61
0100-6762,362
0100-6916,360
0100-6932,77
0100-6991,273
0100-7203,221
0100-736X,604
0100-8153,7
0100-8307,770
0100-8358,267
0100-8404,306
0100-8501,29
0100-8587,83
0100-879X,454
0100-9079,50
0100-929X,28
0101-1812,125
0101-2800,251
0101-3157,128
0101-3173,158
0101-3262,87
0101-3289,157
0101-3300,43
0101-3335,198
0101-3548,234
0101-4064,135
0101-4161,95
0101-465X,159
0101-4714,66
0101-4846,112
0101-6040,72
0101-6083,33
0101-6628,115
0101-7004,67
0101-7136,61
0101-7187,56
0101-7330,197
0101-7438,93
0101-756X,64
0101-7659,64
0101-8205,306
0101-8698,19
0101-9031,158
0101-9074,113
0101-9562,79
0101-9589,101
0101-9759,105
0102-0188,120
0102-0323,69
0102-0420,12
0102-0536,269
0102-0935,716
0102-1052,29
0102-2067,23
0102-2482,12
0102-261X,161
0102-3098,105
0102-311X,905
0102-3306,216
0102-3616,385
0102-3772,238
0102-4302,9
0102-4450,134
0102-4469,101
0102-4582,122
0102-4698,196
0102-4809,72
0102-5198,119
0102-5430,12
0102-5473,163
0102-6003,40
0102-6224,8
0102-6380,154
0102-6437,1
0102-6445,93
0102-6720,327
0102-6801,160
0102-6909,41
0102-695X,307
0102-6992,148
